screen_name,statuses
LungCancer_Bio,"['#lungcancer news: One Of Those Binary Events for AbbVie - Back in late 2015 I wrote about cancer stem cells the ide… https://t.co/EHdXbMT1IY', '#lungcancer news: Paranta Biosciences Ltd Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 140… https://t.co/s0GrfhJfFa', '#lungcancer news: Society for Immunotherapy of Cancer Announces 2018 Recipient of the Richard V. Smalley MD Memoria… https://t.co/YjkgZqos0v', '#lungcancer trials: Highdose Vitamin D3 in Pancreas Cancer - Different studies have shown that a deficiency in vita… https://t.co/YYFA8lNI1M', '#lungcancer trials: Adaptation of a Knowledges Exchange Portal Between KEP Healers and Patients Obstacles and Sourc… https://t.co/vl7Of0OxpI', '#lungcancer trials: A Study of BIO11006 in the Treatment of Advanced NonSmall Cell Lung Cancer - This Phase 2 is a… https://t.co/7kGS7JFtfv', '#lungcancer trials: A Study of Avelumab in Combination With Axitinib In NonSmall Cell Lung Cancer NSCLC or Urotheli… https://t.co/UPG89QnpQM', '#lungcancer trials: Palbociclib and Dexamethasone in Treating Participants With Relapsed or Refractory BCell Acute… https://t.co/dIfpsH7o92', 'Syndax Pharmaceuticals Inc SNDX Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated 14032018 Pric… https://t.co/Bw60F3DDyG', 'Heat Biologics Inc HTBX Financial and Strategic SWOT Analysis Review Report Updated 09032018 Prices from USD $300 -… https://t.co/RTmfqPu9XT']"
BrentMoodyTN,"['Worth reading.  TN is in good shape re: pension obligations, but will need constant attention to avoid future probl… https://t.co/2yhlk3tqCR', 'Congratulations to my friend, Dr. Natalie Curcio.  Well deserved recognition from @nashvillebiz. @CurcioDerm https://t.co/D0QOWW8aoL', 'The acute and catastrophic impact of adolescent psychiatric issues are well known, but we must address the long ter… https://t.co/JnTji8x7jI', 'Conservative leadership is making TN a better place to live. Check out these stats: https://t.co/EvG2rYjvY6', 'Thank you to my friends Noelle &amp; Harrison Warner for opening their home. Great to meet and hear from their friends… https://t.co/Udro1xmWKo', 'Fun to see first Dr. Brent Moody for State Representative bumper sticker.  Bumper sticker keeping interesting compa… https://t.co/eAqOJgLZ34', 'Our understanding of cancer keeps advancing. Interesting article in Cell.  Hopefully will translate into enhanced p… https://t.co/HyAPScuCyo', ""In TN we're making advancements in telehealth, to provide rural communities with the healthcare services they need.… https://t.co/tkoEV4KW4V"", ""Thank you for your support! I'm truly humbled by your generosity and grateful for your partnership in creating a be… https://t.co/kq5ofgGYI8"", 'Big thanks to @AustinLMcMullen @t_alsup &amp; @andersonflatt for inviting their friends &amp; neighbors from Crieve Hall &amp;… https://t.co/X1iNUubIsI']"
ProvidaFamily,"['FOCUS ON WHERE YOU WANT TO GO NOT ON WHAT YOU FEAR\nSUCCESS #HAPPY #MONDAY @providafamily  &gt;&gt; #compartir https://t.co/gfOLHcmRqd', 'FOCUS ON WHERE YOU WANT TO GO NOT ON WHAT YOU FEAR\nSUCCESS #HAPPY #MONDAY @providafamily  &gt;&gt; #compartir https://t.co/vvHmMCmYh6', 'Maturing is understanding that not everything has to be perfect to be happy. Have a great day! #providafamily https://t.co/YiIlfmiu17', 'Happy Friday! #share #truth #provida\n¡Feliz viernes! #share #truth #provida https://t.co/dv5ZkYa6cO', 'HAPPY THURSDAY! SORRY, BUT I\'M SAVING MY ""WOO HOO!"" FOR FRIDAY #share #truth #provida\n\n¡FELIZ JUEVES! LO SIENTO, PE… https://t.co/6qixlBv16B', '#providafamily This culprit can multiply your heart attack risk by 13x - This culprit can multiply your heart attac… https://t.co/bEjJycNGUC', '#providafamily Preguntas y respuestas: Prepárese para el desfase horario antes de abordar el avión - ESTIMADA MAYO… https://t.co/69R6AwAuSk', '#providafamily Mayo Clinic Minute: Sun safety during spring break - For many students and families, spring break me… https://t.co/wvjY6SEldA', 'Good Read: Shay Mitchell’s Core Move Looks Like a Plank But Works Her Entire Body - Shay Mitchell is back in the gy… https://t.co/8C9FU8OnK4', '#providafamily This painful condition is on the rise among women - This painful condition is on the rise among wome… https://t.co/noaGPaO8Sf']"
Neurology_Bio,"['#neurology news: Origenis Appoints Dr. Peter SeuferWasserthal as Chief Business Officer - Origenis GmbH a German bi… https://t.co/LYngwI8n0o', '#neurology news: USPSTF Behavioral interventions do not reduce sunburn or skin cancer outcomes - 1. Behavioral inte… https://t.co/tcIloWpMFy', ""#neurology trials: Brain Energy for Amyloid Transformation in Alzheimer's Disease Study - The Brain Energy for Amyl… https://t.co/XRtk2K6GfS"", '#neurology trials: A Comparative Efficacy Trial of IV Acetaminophen Versus IV Ketorolac for Emergency Department Tr… https://t.co/N3908mmHLU', '#neurology trials: Can DFN15 Terminate Migraine With Allodynia - The majority of migraineurs seeking secondary or t… https://t.co/3P9xiGKvPS', '#neurology news: Neural Analytics Inc. to Present at Needham &amp; Companys 17th Annual Healthcare Conference - Neural… https://t.co/qosyKZPqgU', '#neurology news: Colorectal Cancer CRC Epidemiology Forecast to 2027 Report Updated 14022018 Prices from USD $3250… https://t.co/k6L65Y1XWF', '#neurology news: Anal CancerEpidemiology Forecast to 2027 Report Updated 14022018 Prices from USD $3250 - DelveInsi… https://t.co/7le3ORXa6o', '#neurology news: Protecting Breast Cancer Patients From Cardiac Adverse Effects of Treatment With Anthracyclines an… https://t.co/oC5zgHLMch', '#neurology news: Prostate Cancer Update Bulletin January 2018 Report Updated 01012018 Prices from USD $1095 - This… https://t.co/QplJ0CqgTU']"
Allergy_bio,"['#allergy #allergies: Link Healthcare Pty Ltd Pharmaceuticals Healthcare Deals and Alliances Profile Report Updated… https://t.co/TFu32En2RI', '#allergy ASIT Biotech SA ASIT Financial and Strategic SWOT Analysis Review Report Updated 09032018 Prices from USD… https://t.co/wHYG9KCCm3', '#allergy #allergies: Elanix Biotechnologies AG ELNDE Progenitor cells for accelerated tissue healing - goetzpartner… https://t.co/leXv5fkEoh', '#allergy #allergies: ASIT Biotech SA ASIT Financial and Strategic SWOT Analysis Review Report Updated 09032018 Pric… https://t.co/CN7gttnOM0', '#allergy #allergies: Stallergenes Greer Reports Solid Growth and Continued Recovery in 2017 Delivering on Full Year… https://t.co/1pewh88w9b', '#allergy Atopic Dermatitis AD Epidemiology Forecast to 2027 Report Updated 14022018 Prices from USD $3250 - DelveIn… https://t.co/WxfOyNgSjB', '#allergy #allergies: Dr. Reddys launches private label version of allergy remedy Xyzal https://t.co/YQlXWV7j3j', '#allergy #allergies: Atopic Dermatitis AD Epidemiology Forecast to 2027 Report Updated 14022018 Prices from USD $32… https://t.co/KMh2CkZz8j', '#allergy Seasonal Allergic Rhinitis Epidemiology Forecast to 2027 Report Updated 14022018 Prices from USD $3250 - D… https://t.co/nXKluSIkWe', '#allergy #allergies: Seasonal Allergic Rhinitis Epidemiology Forecast to 2027 Report Updated 14022018 Prices from U… https://t.co/MxeBixW9A0']"
desk_in_corner,['@AddledPixie @TheBoydP not true']
jeffreyrlaskey,"['Heavy US Burden of 30-Day Readmissions After PCI https://t.co/uv9FC4K5Yo', ""Novel '6D' Cardiac MR May Simplify CMR, Avoid Pitfalls https://t.co/knx8e54FhF"", 'More employers look to boost employee health and well-being https://t.co/sCI44L01Ij', 'Friends get kids off the couch; the outdoors helps them be more active, study suggests https://t.co/v23dVFAH71', 'Sugary Drinks, but Not Foods, Linked to Increased Mortality https://t.co/xijnDGzegD', 'Florida man survives cardiac arrest thanks to quick action of lifeguards https://t.co/QJs5OVdkU1', 'No Limb-Ischemia Wound-Healing Gains From Gene Therapy: STOP-PAD https://t.co/bCmRT03FYI', 'Every Step of the Way 2018 https://t.co/5AJABasWoG', 'Infant Heart Defect Linked to Higher Future CVD Risk in Mom https://t.co/hxBORtIRY6', 'The Case Against Thrombolytic Therapy in Stroke https://t.co/omvK3rTPpQ']"
jeffreyrlaskey,"['Heavy US Burden of 30-Day Readmissions After PCI https://t.co/uv9FC4K5Yo', ""Novel '6D' Cardiac MR May Simplify CMR, Avoid Pitfalls https://t.co/knx8e54FhF"", 'More employers look to boost employee health and well-being https://t.co/sCI44L01Ij', 'Friends get kids off the couch; the outdoors helps them be more active, study suggests https://t.co/v23dVFAH71', 'Sugary Drinks, but Not Foods, Linked to Increased Mortality https://t.co/xijnDGzegD', 'Florida man survives cardiac arrest thanks to quick action of lifeguards https://t.co/QJs5OVdkU1', 'No Limb-Ischemia Wound-Healing Gains From Gene Therapy: STOP-PAD https://t.co/bCmRT03FYI', 'Every Step of the Way 2018 https://t.co/5AJABasWoG', 'Infant Heart Defect Linked to Higher Future CVD Risk in Mom https://t.co/hxBORtIRY6', 'The Case Against Thrombolytic Therapy in Stroke https://t.co/omvK3rTPpQ']"
jeffreyrlaskey,"['Heavy US Burden of 30-Day Readmissions After PCI https://t.co/uv9FC4K5Yo', ""Novel '6D' Cardiac MR May Simplify CMR, Avoid Pitfalls https://t.co/knx8e54FhF"", 'More employers look to boost employee health and well-being https://t.co/sCI44L01Ij', 'Friends get kids off the couch; the outdoors helps them be more active, study suggests https://t.co/v23dVFAH71', 'Sugary Drinks, but Not Foods, Linked to Increased Mortality https://t.co/xijnDGzegD', 'Florida man survives cardiac arrest thanks to quick action of lifeguards https://t.co/QJs5OVdkU1', 'No Limb-Ischemia Wound-Healing Gains From Gene Therapy: STOP-PAD https://t.co/bCmRT03FYI', 'Every Step of the Way 2018 https://t.co/5AJABasWoG', 'Infant Heart Defect Linked to Higher Future CVD Risk in Mom https://t.co/hxBORtIRY6', 'The Case Against Thrombolytic Therapy in Stroke https://t.co/omvK3rTPpQ']"
jeffreyrlaskey,"['Heavy US Burden of 30-Day Readmissions After PCI https://t.co/uv9FC4K5Yo', ""Novel '6D' Cardiac MR May Simplify CMR, Avoid Pitfalls https://t.co/knx8e54FhF"", 'More employers look to boost employee health and well-being https://t.co/sCI44L01Ij', 'Friends get kids off the couch; the outdoors helps them be more active, study suggests https://t.co/v23dVFAH71', 'Sugary Drinks, but Not Foods, Linked to Increased Mortality https://t.co/xijnDGzegD', 'Florida man survives cardiac arrest thanks to quick action of lifeguards https://t.co/QJs5OVdkU1', 'No Limb-Ischemia Wound-Healing Gains From Gene Therapy: STOP-PAD https://t.co/bCmRT03FYI', 'Every Step of the Way 2018 https://t.co/5AJABasWoG', 'Infant Heart Defect Linked to Higher Future CVD Risk in Mom https://t.co/hxBORtIRY6', 'The Case Against Thrombolytic Therapy in Stroke https://t.co/omvK3rTPpQ']"
DrAnojanMD,"['Back to Work After Esophagectomy? https://t.co/BGqZqsEvFf https://t.co/mu1XgGpNZM', 'WATCH:  ESPN host opens up about endometriosis battle https://t.co/4bO6VgBHwC', 'AHA: Costs of Informal Caregiving for CVD Projected to Soar AHA: Costs of Informal Caregiving for CVD Projected to… https://t.co/UOD6Si5ABn', 'Shire sells cancer drugs to Servier for $2.4 billion as Takeda circles https://t.co/BCKhKr7iSW', 'Apricus mulls options; to sell U.S. rights to Vitaros https://t.co/7DvlQMjksy', 'Company Recalls More Than 200 Million Eggs Due to Salmonella Scare https://t.co/EYYlcmn4CB', ""Morning Break: Azar Hospitalized; 'Glorified Secretaries' in the ED; Flu Look-Back https://t.co/JV8pxCXJhr https://t.co/abnBTHzodw"", 'Epilepsy Linked to Increased Death From Accidents, Suicide Epilepsy Linked to Increased Death From Accidents, Suici… https://t.co/NHuZz5UzHo', 'Trump pushes to expand use of medication to treat addiction https://t.co/SJlABhk3Pi', ""ESPN host opens up about endometriosis to help others feel like 'they're not alone' https://t.co/5JByBZlbQE""]"
chrisvcsefalvay,"[""Anybody in my field who doesn't constantly feel like that is not someone I want to be around, least of all around h… https://t.co/88e3YjTZab"", '@RyanMarino Eh, it\'s largely really about agency and guilt. ""I\'d rather expose my child to a high risk by non-actin… https://t.co/PPzipxeh5O', '@BioTurboNick @katearthsis Well, not quite. They highlight the fact that some matters obey different realms. You mi… https://t.co/khrrk9d7R6', ""@BioTurboNick @katearthsis Ok - that's a fair view. But personhood is not a concept of science. It's a concept of l… https://t.co/yFmcgjqzwb"", 'Fucking America sometimes makes me facepalm at every angle at the story. The one angle no-one mentioned: a large nu… https://t.co/SUNZCTSHnp', '@AndersEigen @BioTurboNick @katearthsis Honestly, all I am saying is that science refutes a lot of arguments on bot… https://t.co/Mc5hwEGK7U', '@BioTurboNick @katearthsis Ok, where do they fail? I gave you one line of reasoning that is factually unimpeachable… https://t.co/jDoRk8LkV6', '@BioTurboNick @katearthsis You disagree such arguments do exist, you claim such arguments cannot exist, or you just… https://t.co/eD62JZwQvw', '@BioTurboNick @katearthsis It may or may not. It does not *necessarily* not. At this stage, this becomes a very nor… https://t.co/QaUMAzRWIX', '@BioTurboNick @katearthsis Not actually arguing it, just reminding you that there are some extremely well written a… https://t.co/6SXi4OdkoR']"
RNU_NL,"['You are not alone. @RNU_NL Staff suited up today in honour of #HumboldtBroncos. You are in our 💚🖤💛.… https://t.co/T6tylzHbY2', '💛💚.@RNU_NL Provincial Negotiating Team hard at work and #HumboldtStrong. #JerseysForHumboldt 💚💛 https://t.co/Qml4Jb92mV']"
DrLisaRobinson,"['So lucky to work with Dr. Vicky Ng. Congratulations to all the awardees! @uoftmedicine @SickKidsNews @ronald_cohn https://t.co/TjZs91TUdJ', 'Important report by the Canadian Association of University Teachers. #equity #inclusion. @CAUT_ACPPU https://t.co/aE6utBOvrv']"
PSJHCareersRN,"['The wisdom and compassion Mother Joseph showed during the days of our founding still guide us. Today we celebrate t… https://t.co/C5PyBvXyXP', 'Interested in a #job in #Portland, OR? This could be a great fit: https://t.co/ITrVFLMaMU #RN #PSJHJobs #Nursing #Hiring', 'Over 160 years and 111,000 caregivers later, her words are truth. Happy Birthday, Mother Joseph! Thank you for your… https://t.co/1oM1xqcQYH', ""Want to work at Providence St. Joseph Health? We're #hiring in #Edmonds, WA! Click for details:… https://t.co/ExCfbapql0"", 'Join the Providence St. Joseph Health team! See our latest #job opening here: https://t.co/0oAxDSl9jg #RN #PSJHJobs… https://t.co/DtQjRDHnWM', ""Want to work at Providence St. Joseph Health? We're #hiring in #Seattle, WA! Click for details:… https://t.co/ipRKrgmZYL"", ""If you're looking for work in #Seattle, WA, check out this #job: https://t.co/KVU9E9VjWJ #RN #PSJHJobs #Nursing #Hiring"", ""Want to work at Providence St. Joseph Health? We're #hiring in #Everett, WA! Click for details:… https://t.co/Xc28KzNlbG"", 'Interested in a #job in #Portland, OR? This could be a great fit: https://t.co/TN6N4Qj1ey #RN #PSJHJobs #Nursing #Hiring', ""We're #hiring! Click to apply: RN - Addiction Recovery Services - https://t.co/oRblaQY1L5 #RN #PSJHJobs… https://t.co/yf91wIBb9T""]"
hopefulgrad,"['I BEEN TELLING PEOPLE THIS https://t.co/J3l6WzBHqS', 'how are you so fine https://t.co/LtG9baXfXi']"
HealthJobsAZ,"['Immigration Sponsorship for F1 or OPT Visaed Registered Nurse only: Seeking qualified foreign students on a student… https://t.co/t1u4BSq3P4', 'Immigration Sponsorship for F1 or OPT Visaed Registered Nurse only: Seeking qualified foreign students on a student… https://t.co/VAja4AG26V', 'Immigration Sponsorship for F1 or OPT Visaed Registered Nurse only: Seeking qualified foreign students on a student… https://t.co/WOmZrvwB6i', 'Immigration Sponsorship for F1 or OPT Visaed Registered Nurse only: Seeking qualified foreign students on a student… https://t.co/Io2Fbw5NMQ', 'Immigration Sponsorship for F1 or OPT Visaed Registered Nurse only: Seeking qualified foreign students on a student… https://t.co/2sg78Qn3cV', 'US pastor faces terror charges in fraught trial in Turkey - The Mercury News: The Mercury News US pastor faces terr… https://t.co/ttK1kPzlzc', 'Former first lady Barbara Bush, wife and mother of presidents, declines medical treatment - USA TODAY: USA TODAY Fo… https://t.co/006OPTMiB3', ""Beyoncé Reunites with Destiny's Child — and Makes History! — in Epic Coachella Performance -… https://t.co/8GMEyhWyXV"", ""'SNL': What replacement advertisers did 'Weekend Update' find for Laura Ingraham? - USA TODAY: USA TODAY 'SNL': Wha… https://t.co/VreBaYbzRN"", 'Nixon gets big progressive endorsement as NY Democrats face rupture - CNN: CNN Nixon gets big progressive endorseme… https://t.co/DMR1D8xr8Z']"
